PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Total_Fluorescence-Curve_Description,Total_Fluorescence-Fit_LogAC50,Total_Fluorescence-Fit_HillSlope,Total_Fluorescence-Fit_R2,Total_Fluorescence-Fit_InfiniteActivity,Total_Fluorescence-Fit_ZeroActivity,Total_Fluorescence-Fit_CurveClass,Total_Fluorescence-Excluded_Points,Total_Fluorescence-Max_Response,Total_Fluorescence-Activity at 0.0000080105 uM,Total_Fluorescence-Activity at 0.0000240316 uM,Total_Fluorescence-Activity at 0.0000720949 uM,Total_Fluorescence-Activity at 0.0002162846 uM,Total_Fluorescence-Activity at 0.0006488539 uM,Total_Fluorescence-Activity at 0.00195 uM,Total_Fluorescence-Activity at 0.00584 uM,Total_Fluorescence-Activity at 0.011 uM,Total_Fluorescence-Activity at 0.024 uM,Total_Fluorescence-Activity at 0.056 uM,Total_Fluorescence-Activity at 0.112 uM,Total_Fluorescence-Activity at 0.185 uM,Total_Fluorescence-Activity at 0.370 uM,Total_Fluorescence-Activity at 0.739 uM,Total_Fluorescence-Activity at 1.479 uM,Total_Fluorescence-Activity at 2.959 uM,Total_Fluorescence-Activity at 5.916 uM,Total_Fluorescence-Activity at 11.83 uM,Total_Fluorescence-Activity at 23.66 uM,Total_Fluorescence-Activity at 47.32 uM,Total_Fluorescence-Activity at 94.62 uM,Total_Fluorescence-Activity at 143.8 uM,Total_Fluorescence-Activity at 287.5 uM,FP-Curve_Description,FP-Fit_LogAC50,FP-Fit_HillSlope,FP-Fit_R2,FP-Fit_InfiniteActivity,FP-Fit_ZeroActivity,FP-Fit_CurveClass,FP-Excluded_Points,FP-Max_Response,FP-Activity at 0.0000080105 uM,FP-Activity at 0.0000240316 uM,FP-Activity at 0.0000720949 uM,FP-Activity at 0.0002162846 uM,FP-Activity at 0.0006488539 uM,FP-Activity at 0.00195 uM,FP-Activity at 0.00584 uM,FP-Activity at 0.011 uM,FP-Activity at 0.024 uM,FP-Activity at 0.056 uM,FP-Activity at 0.112 uM,FP-Activity at 0.185 uM,FP-Activity at 0.370 uM,FP-Activity at 0.739 uM,FP-Activity at 1.479 uM,FP-Activity at 2.959 uM,FP-Activity at 5.916 uM,FP-Activity at 11.83 uM,FP-Activity at 23.66 uM,FP-Activity at 47.32 uM,FP-Activity at 94.62 uM,FP-Activity at 143.8 uM,FP-Activity at 287.5 uM,Compound QC
237,22413977,15945759,CC1=NC2(C(S1)N(C3=CC=CC=C32)C(=O)C)O.Br,Inconclusive,20,,,Inhibitor,281.838,38.1588,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-14.1224,,,,,,,,,,,,1.6731,-1.1981,-0.714,0.4742,3.9805,-0.4581,1.1274,-1.2513,-2.3197,-2.9832,-10.4791,-14.1224,Partial curve; partial efficacy; poor fit,-3.55,1,0.7157,-42.1071,-3.9483,-2.4,0 0 0 0 0 0 0 0 0 0 0 0,-31.7559,,,,,,,,,,,,-0.3736,-5.8531,-4.3587,-2.9888,-6.9738,-2.1171,-10.9589,-8.5928,-7.721,-4.6077,-12.7024,-31.7559,QC'd by Specs
238,49642741,2854978,CC1=CC(=C(C=C1)NC(=O)C(C)N2C(=O)C3=CC=CC=C3C2=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,5.4134,,,,,,,,,,-9.9429,-9.1732,-8.6355,-6.7803,-4.6181,-3.8027,-3.8391,-2.1755,-1.2609,-0.7378,2.1443,5.4134,,,,,,,,,4,0 0 0 0 0 1 0 0 1 0 0 0,11.6667,,,,,,,,,,-1.9697,5.7576,-1.6667,13.3333,9.3939,19.2424,10.6061,13.1818,4.8485,8.4848,15.1515,11.6667,,,QC'd by Asinex Ltd.
239,4246768,9555288,CN(C)C(=O)OC1=C(C=C(C=C1)/C=N/N2C=NN=C2)OC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,0.7463,,,,,,,,,,,,2.089,2.658,2.0969,1.6946,1.215,4.0053,2.1452,0.2439,2.477,-1.5769,-3.8315,0.7463,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-22.9141,,,,,,,,,,,,-0.2491,3.3624,1.7435,-0.1245,-5.3549,-5.604,-8.8418,5.2304,-8.2192,-9.0909,-8.9664,-22.9141,QC'd by DPISMR
240,861706,662941,CN1C2=C(C(=O)NC1=O)N(C(=N2)Br)CCSC3=NC4=CC=CC=C4O3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,9.4402,,,,,,,,,,,,-9.0194,-6.2684,-7.0353,-2.5665,-1.7892,-2.5849,-0.9541,-0.7643,-2.8203,1.0634,3.1253,9.4402,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-7.0984,,,,,,,,,,,,5.604,-1.1208,7.9701,10.8344,-0.7472,4.3587,9.589,0.7472,-1.7435,-3.1133,-14.0722,-7.0984,QC'd by DPISMR
241,26664708,2333,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br,Inconclusive,10,,,Quencher,100,52.2171,,Partial curve; partial efficacy,-4,2.7868,0.9813,-52.4868,-0.2698,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-49.989,,,,,,,,,,,,1.5998,-0.9851,-5.1056,-4.1417,2.7086,1.6373,1.3274,0.1915,-4.4575,-14.9065,-38.0977,-49.989,Partial curve; partial efficacy,-4.149,4.5045,0.9505,-69.9678,-3.4415,-2.2,0 1 0 0 0 0 0 0 0 0 0 0,-63.5682,,,,,,,,,,-0.8996,-105.847,5.8471,-8.6957,-7.1964,1.3493,-3.5982,-7.3463,-5.2474,-4.9475,-21.4393,-63.5682,,,QC'd by null
242,49716487,7315360,COC1=CC=C(C=C1)N(C(=O)C2=CC=NC=C2)S(=O)(=O)C3=CC=C(C=C3)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,5.319,,,,,,,,,,-5.8794,-5.507,-4.0973,-2.3762,-0.7838,-3.8451,-1.9117,-0.2363,0.2141,0.5809,3.5036,5.319,,,,,,,,,4,,4.8485,,,,,,,,,,-12.2727,2.2727,5.1515,-10.1515,6.9697,-0.6061,-12.7273,-0.303,1.2121,-6.6667,-11.3636,4.8485,,,QC'd by Chem Div
243,49670622,5057198,C1CCN(CC1)C(=O)CN2C(=O)C=CC(=N2)C3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,0.8504,,,,,,,,,,,,2.0637,3.2745,2.1864,2.8891,2.2586,0.8402,0.3489,-0.0354,-1.4746,-2.2942,-1.6121,0.8504,,,,,,,4,,-9.4645,,,,,,,,,,,,3.4869,-0.1245,4.1096,0.9963,2.7397,0,-3.3624,-9.8381,0.2491,1.6189,2.6152,-9.4645,QC'd by Chem Div
244,49665128,8071103,C1CCC2=C(C1)C3=C(S2)N(C(=O)N(C3=O)CC(=O)NCCO)CC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,10.2424,,,,,,,,,,,,-0.6056,1.1727,0.7306,-0.4231,-2.5233,-1.0304,-1.0647,-0.2338,1.949,4.396,6.896,10.2424,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 1,2.4907,,,,,,,,,,,,-1.7435,6.6002,5.9776,9.7136,5.7285,6.7248,6.1021,1.6189,0.1245,-1.6189,-4.9813,2.4907,QC'd by InterBioScreen
245,17402739,1481943,C1CN(CCC1C(=O)N)C2=C(C(=O)C3=CC=CC=C3C2=O)Cl,Inconclusive,10,,,Quencher,141.254,43.7006,,Partial curve; partial efficacy,-3.85,2.1211,0.9601,-42.3782,1.3223,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-39.2391,,,,,,,,,,,,0.3862,4.3144,1.802,1.1429,2.1902,1.3708,-0.2331,0.3683,-3.276,-9.673,-16.595,-39.2391,Partial curve; high efficacy,-3.8,2.4064,0.9207,-99.4595,-6.4626,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-97.5093,,,,,,,,,,,,-12.2042,2.1171,1.3699,-10.3362,-2.9888,-11.7061,-11.5816,-4.6077,-13.4496,-17.6837,-36.9863,-97.5093,QC'd by DPISMR
246,22413635,7986481,CC1=CC=C(C=C1)N2C(=O)[C@@H](NC2=S)CSC,Inconclusive,10,,,Fluorescent,70.7946,38.3049,,Complete curve; partial efficacy,-4.15,2.7202,0.9652,33,-5.3049,1.2,0 0 0 0 0 0 0 0 0 0 0 0,30.4657,,,,,,,,,,,,-8.0748,-7.7064,-8.1707,-4.3851,-4.4883,-2.8856,-2.5013,0.4741,-1.8559,12.4917,30.7466,30.4657,Partial curve; partial efficacy,-4.65,2.7202,0.9629,-72.7776,6.5973,-2.2,0 0 0 0 0 0 0 0 0 0 0 1,-43.8909,,,,,,,,,,4.9822,5.8126,12.5741,12.6928,2.847,-0.4745,6.2871,-2.4911,-4.3891,-50.8897,-65.3618,-43.8909,,,QC'd by Specs
247,24816168,4452965,C1CN(C(C2=CC=CN21)C3=CC=CC=C3F)C(=S)NC4=CC=C(C=C4)Br,Inconclusive,20,,,Inhibitor,31.6979,47.0939,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,4.7269,,,,,,,,,,1.1322,1.8834,2.3199,2.2343,3.488,5.8312,1.6052,-1.7448,-3.932,-8.3261,-10.6782,4.7269,,,Complete curve; partial efficacy,-4.499,3.5117,0.9363,-47.5636,-0.4697,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-45.1515,,,,,,,,,,-0.7576,-6.3636,1.9697,-1.3636,4.5455,4.3939,-7.4242,5.1515,-6.5152,-17.5758,-49.5455,-45.1515,,,QC'd by Life Chemicals
248,4253075,54677778,C[C@]1([C@H]2C[C@@H]3[C@H](C(=O)C(=C([C@@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCC5)N(C)C)O,Inconclusive,10,,,Quencher,31.6979,53.0914,,Complete curve; partial efficacy,-4.499,1.9282,0.9918,-54.0943,-1.0029,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-53.0336,,,,,,,,,,0.1894,1.9953,-0.3177,-0.3109,-1.75,-1.8683,-4.4367,-4.1686,-11.5824,-24.8067,-41.7024,-53.0336,,,Partial curve; high efficacy,-4.249,1.9282,0.9937,-236.888,2.0045,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-188.905,,,,,,,,,,11.5442,-0.5997,4.3478,-5.6972,0.2999,3.4483,-4.6477,4.3478,-17.3913,-46.6267,-119.34,-188.905,,,QC'd by NCI
249,842972,645250,C1CC2=CC=CC=C2N(C3=CC=CC=C31)C(=O)CSC4=NN=C(O4)C5=CNC6=CC=CC=C65,Inconclusive,10,,,Fluorescent,79.6214,35.1522,,Single point of activity,-4.099,4.9549,0.9044,34,-1.1522,3,0 0 0 0 0 0 0 0 0 0 0 0,31.8966,,,,,,,,,,-4.7102,-4.6966,-4.1648,-1.5234,-0.1941,2.9184,0.9055,1.3314,0.4414,1.519,0.0469,31.8966,,,Partial curve; partial efficacy,-4.099,3.1925,0.7587,-48.928,-3.1627,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-38.8306,,,,,,,,,,-14.8426,-10.4948,-6.2969,-2.9985,0.1499,-4.3478,4.1979,7.7961,-1.0495,-4.4978,-16.6417,-38.8306,,,QC'd by DPISMR
250,49666424,3373980,C1=CC(=CC=C1C(=O)CC(C(=O)O)SC2=CC=C(C=C2)Br)F,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,-11.2148,,,,,,,,,,,,-8.7868,-5.3543,-6.1039,-2.2873,-1.2991,1.8064,-1.2422,-0.7379,1.5879,2.3144,-6.9757,-11.2148,,,,,,,4,0 0 0 0 0 0 0 0 0 0 1 0,4.2341,,,,,,,,,,,,7.3474,9.7136,11.5816,12.0797,10.8344,3.2379,5.4795,0.7472,2.6152,1.868,-5.2304,4.2341,QC'd by Key Organics Ltd.
251,49679157,3928388,C1=CC(=CC=C1NC(=O)CCC(=O)O)SSC2=CC=C(C=C2)NC(=O)CCC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-0.9865,,,,,,,,,,,,-8.2241,-8.6738,-8.4389,-6.0763,-4.3776,-1.4961,-2.3092,-1.5548,-3.0185,-0.4093,-1.2551,-0.9865,,,,,,,4,1 0 0 1 0 0 0 0 0 0 0 0,0.1245,,,,,,,,,,,,5.8531,16.9365,15.4421,-1.9925,5.604,4.9813,0.6227,5.8531,0.8717,4.2341,-5.9776,0.1245,QC'd by Key Organics Ltd.
252,49645932,8016348,C[C@@H](C(=O)OC)NC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2,Inconclusive,10,,,Quencher,44.6684,24.8513,,Complete curve; partial efficacy; poor fit,-4.35,1.5386,0.9744,-35.5424,-10.6911,-1.4,0 0 0 0 0 0 0 0 0 0 0 1,-6.7695,,,,,,,,,,,,-8.9092,-9.9095,-9.5135,-13.1003,-10.2519,-13.0635,-12.4851,-15.968,-20.0305,-28.2922,-32.1186,-6.7695,Complete curve; high efficacy,-4.499,2.4064,0.9829,-103.236,6.275,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-101.212,,,,,,,,,,11.3636,6.2121,11.8182,6.0606,12.8788,-2.5758,5.303,-5.1515,-4.3939,-43.1818,-87.2727,-101.212,,,QC'd by InterBioScreen
253,852712,6602657,CCC1=CC2=C(N=CN=C2S1)N3CCN(CC3)C4=NN=C(S4)CC.Cl,Active,83,,,Inhibitor,11.2468,121.414,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,10.2464,,,,,,,,,,6.2711,5.1218,5.126,5.242,5.2686,3.1159,0.8113,-3.7707,-7.4296,-8.366,-1.0904,10.2464,,,Complete curve; high efficacy,-4.949,1.21,0.9906,-120.285,1.1288,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-107.121,,,,,,,,,,2.7273,0.7576,1.0606,-0.6061,-3.0303,-14.8485,-27.8788,-38.3333,-64.0909,-98.3333,-110.151,-107.121,,,QC'd by DPISMR
254,26732562,135408648,CC1=CC=C(C=C1)NC2=C(C(=O)NC(=N2)N)N=O,Inconclusive,10,,,Quencher,125.892,50.9115,,Partial curve; partial efficacy,-3.9,1.4781,0.9829,-49.1282,1.7832,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-38.9907,,,,,,,,,,,,1.7793,5.345,-1.0383,1.2176,2.1602,1.6327,1.7536,-2.2214,-6.9569,-12.6651,-24.4783,-38.9907,Partial curve; partial efficacy,-4.149,4.095,0.9616,-79.2818,-0.0758,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-69.5455,,,,,,,,,,2.1212,0,1.2121,0.6061,-8.1818,-2.2727,6.2121,1.8182,3.9394,-8.7879,-22.8788,-69.5455,,,QC'd by NCI Chemotherapeutic Agents Repository
255,49725028,2058961,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC(=C(C3=CC=CC=C32)O)SCC(=O)O,Inconclusive,10,,,Quencher,141.254,46.9463,,Partial curve; partial efficacy,-3.85,2.7202,0.9547,-53.1705,-6.2242,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-49.232,,,,,,,,,,,,-10.6679,-8.4698,-9.8671,-5.6413,-5.6113,-4.2752,-3.5956,-3.0009,-6.3878,-15.5369,-26.4966,-49.232,Partial curve; partial efficacy; poor fit,-3.85,1.7885,0.8837,-60.3362,9.2547,-2.4,0 0 0 0 0 0 0 0 0 0 0 0,-56.538,,,,,,,,,,,,2.4907,15.8157,10.9589,9.2154,12.2042,8.0946,18.5554,1.4944,-1.2453,-11.208,-15.0685,-56.538,QC'd by Chem Div
256,49727125,2771918,COC1=CC=CC=C1N(CC2CO2)S(=O)(=O)C3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,9.9503,,,,,,,,,,1.466,-0.2875,-1.2985,0.9493,2.6446,1.6056,2.531,1.5884,1.0741,1.209,2.2574,9.9503,,,,,,,,,4,,6.8966,,,,,,,,,,11.5442,-8.2459,0.4498,6.5967,-3.8981,4.7976,4.9475,-5.2474,-1.4993,1.6492,-5.5472,6.8966,,,QC'd by Asinex Ltd.
257,49724885,24792240,C1C[N+]2(CC[N+]1(CC2)CC(=O)C3=CC=C(C=C3)F)CC(=O)C4=CC=C(C=C4)F.[Cl-],Active,80,,,Inhibitor,35.4813,116.211,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,-18.7779,,,,,,,,,,-8.9246,-7.2466,-6.5245,-4.9974,-4.8311,-3.0719,-3.8504,-5.3324,-9.2058,-14.8689,-18.0871,-18.7779,,,Complete curve; high efficacy,-4.45,1.6924,0.9953,-111.474,4.7367,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-105.562,,,,,,,,,,,,2.9666,12.8554,3.0902,1.8541,1.8541,4.5735,-7.4166,-24.1038,-55.1298,-84.9197,-102.225,-105.562,QC'd by Enamine
258,49645433,1093763,CC1=CC=C(C=C1)C2=CC(=NO2)C(=O)NC3=C(C=CC(=C3)C)O,Inconclusive,20,,,Inhibitor,28.2508,59.0545,,,,,,,,4,0 0 0 0 1 0 0 0 0 0 0 1,-0.5402,,,,,,,,,,-4.5623,-2.9812,-2.2366,-0.9566,1.5783,-0.6499,-0.7323,2.233,0.8534,-3.8994,-1.3427,-0.5402,,,Partial curve; partial efficacy,-4.549,3.5117,0.9316,-64.6,-5.5455,-2.2,0 0 0 0 0 0 0 0 0 0 0 1,-34.8485,,,,,,,,,,-10.4545,-16.6667,-6.9697,-4.0909,-4.2424,2.1212,-4.3939,-1.0606,-10.7576,-34.8485,-63.3333,-34.8485,,,QC'd by Asinex Ltd.
259,17401178,1229805,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC(=S)NC4=CC=CC=C4,Inconclusive,21,,,Inhibitor,50.1187,65.1663,,,,,,,,4,,18.505,,,,,,,,,,,,3.2338,3.7433,4.4471,2.4709,2.6094,1.306,0.5553,0.0537,-1.4558,-1.4622,4.9031,18.505,Complete curve; partial efficacy,-4.3,3.9295,0.9376,-64.5579,0.6083,-1.2,0 0 0 0 0 0 0 0 0 0 0 1,31.3823,,,,,,,,,,,,0.3736,-2.9888,10.5853,-3.9851,-0.8717,-1.3699,-7.472,6.4757,-5.9776,-62.8892,-67.2478,31.3823,QC'd by DPISMR
260,17401256,1208410,CCOC1=CC=C(C=C1)NC(=O)C2=CC(=CC=C2)OC(=S)N3CCC(CC3)C,Inactive,0,,,Activator,158.489,37.9729,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 1,1.3504,,,,,,,,,,1.6651,2.2747,0.5754,0.7841,3.6188,3.9641,1.5334,2.2002,-3.713,2.0349,-2.521,1.3504,,,Single point of activity,-3.8,3.9295,0.7481,32.4704,-5.5025,3,0 0 0 0 0 0 0 0 0 0 0 0,40.7635,,,,,,,,,,,,-0.4926,-3.9409,4.5567,-6.6502,5.2956,-11.5764,-8.6207,-14.0394,-14.1626,-3.3251,4.6798,40.7635,QC'd by DPISMR
261,49647070,1932347,CCNC1=CC=CC=C1CP(=O)(C2=CC=CC=C2)C3=CC=CC=C3O,Inconclusive,20,,,Inhibitor,158.489,108.463,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,6.3369,,,,,,,,,,2.6853,0.6256,1.5492,2.9239,4.0726,4.4853,3.9383,2.8989,4.0106,9.1467,16.1882,6.3369,,,Partial curve; high efficacy; poor fit,-3.8,2.7202,0.8712,-112.472,-4.0087,-2.3,0 0 0 0 0 0 0 0 0 0 0 0,-124.969,,,,,,,,,,,,8.6527,-5.4388,-5.9333,-8.7763,-6.5513,-9.0235,-5.686,-4.3263,-8.1582,-17.4289,-27.5649,-124.969,QC'd by InterBioScreen
262,49669865,24761525,CCOC(=O)N1CCN(CC1)CC2=NN=C(O2)C3=CC=CC=C3C.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,16.677,,,,,,,,,,-1.1055,0.1122,0.2575,0.9668,2.6032,2.5219,1.4942,1.9988,2.3412,2.8776,5.8645,16.677,,,,,,,,,4,0 0 0 1 0 0 0 0 0 0 0 0,17.8411,,,,,,,,,,5.6972,4.6477,-0.4498,-9.1454,4.3478,2.6987,0.5997,5.0975,2.2489,15.4423,9.7451,17.8411,,,QC'd by Chem Div
263,856050,657435,C1COCCN1C2=NC3=CC=CC=C3C4=C2C5=CC=CC=C5N4,Inactive,0,,,Activator,158.489,33.4359,,,,,,,,4,,-9.4332,,,,,,,,,,,,-9.1737,-6.5262,-2.1644,-3.4158,-2.325,-2.6149,-1.478,-2.1447,-4.3119,-5.0605,-11.482,-9.4332,Partial curve; partial efficacy; poor fit,-3.8,3.5117,0.7714,36.7055,3.2696,2.4,0 0 0 0 0 0 0 0 0 0 0 0,41.2204,,,,,,,,,,,,7.2229,9.0909,-4.3587,0.2491,13.5741,1.2453,5.3549,5.7285,-2.7397,2.9888,13.5741,41.2204,QC'd by DPISMR
264,17389015,14710,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N.[Br-],Inconclusive,10,,,Fluorescent,70.9627,250.763,,Partial curve; high efficacy,-4.149,3.2975,0.9969,253.933,3.1703,2.1,0 0 0 0 0 0 0 0 0 0 0 0,212.674,,,,,,,,,,0.4425,0.0613,-0.0167,0,0.617,1.8362,2.7162,4.2752,10.781,22.1936,86.4402,212.674,,,Partial curve; high efficacy,-4.149,1.9282,0.9844,-256.084,-7.976,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-194.003,,,,,,,,,,-17.5412,-9.1454,5.3973,-6.5967,-3.1484,-5.8471,-5.0975,-10.9445,-32.3838,-44.9775,-104.048,-194.003,,,QC'd by NIEHS
265,17517209,2375646,CC(=C)CNC(=S)NC1=CC=CC2=C1C=CN=C2,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,3.1341,,,,,,,,,,-2.6658,-3.1748,-3.3565,0.1166,0.955,-0.0204,0.3541,1.9831,2.6707,0.4374,1.6353,3.1341,,,,,,,,,4,0 1 0 0 0 0 0 0 0 0 0 0,5.303,,,,,,,,,,-11.5152,-2.4242,-12.7273,-10,3.6364,-4.0909,-2.5758,-4.2424,3.0303,1.6667,-1.8182,5.303,,,QC'd by Enamine
266,49666601,1470719,CN(C1=CC=CC=C1)C2=NC(=NC=C2OC)C3=CC=CC=N3,Inconclusive,10,,,Fluorescent,28.2508,63.271,,Partial curve; partial efficacy,-4.549,0.9,0.9838,56.0344,-7.2365,2.2,0 0 0 0 0 0 0 0 0 0 0 0,44.4293,,,,,,,,,,-11.8638,-6.8463,-6.3534,-3.8087,-2.6657,0.8265,2.3812,7.3967,13.2974,22.6935,33.71,44.4293,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,27.1212,,,,,,,,,,-8.1818,-12.5758,-4.3939,0.1515,-9.8485,4.2424,6.6667,11.0606,11.0606,22.2727,25.303,27.1212,,,QC'd by Key Organics Ltd.
267,24779505,4415331,C1CN(C2=CC=CC=C21)S(=O)(=O)C3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)S(=O)(=O)N,Active,41,,,Inhibitor,20,129.248,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,9.468,,,,,,,,,,4.5104,1.3239,3.0025,3.7667,3.7214,3.8309,1.659,0.1632,-4.0571,-4.0267,0.8289,9.468,,,Partial curve; high efficacy,-4.699,1.6924,0.9886,-127.544,1.7045,-2.1,0 0 0 0 0 0 0 0 0 0 0 1,-64.697,,,,,,,,,,-0.4545,-6.0606,0.9091,7.8788,5.9091,1.0606,-8.4848,-17.4242,-44.5455,-86.5152,-105.758,-64.697,,,QC'd by Life Chemicals
268,49713913,24789294,CC1(C(N2[C@H](S1)C(N(C2=O)CC3=NC4=CC=CC=C4S3)C(=O)OC)C(=O)OC)C,Inconclusive,10,,,Fluorescent,35.5656,32.0948,,Partial curve; partial efficacy,-4.449,1.4787,0.9493,32,-0.0948,2.2,0 0 0 0 0 0 0 0 0 0 0 0,30.1007,,,,,,,,,,-4.6623,-0.8153,0.783,0.1381,3.373,0.7065,2.3128,4.0602,6.6756,12.5497,18.7451,30.1007,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,23.4848,,,,,,,,,,-20,-6.9697,-6.6667,-4.0909,-2.5758,7.7273,0.303,-1.2121,6.3636,4.697,10.7576,23.4848,,,QC'd by Paul R Hanson - Univ. of Kansas - MLI PSL
269,26658336,2367859,C1=CC2=C(C(=C1)N)C(=O)N(C2=O)C(=O)C3=CC=CO3,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.7581,,,,,,,,,,1.8706,1.8852,0.9722,1.7927,2.9439,1.2407,2.5214,2.4257,1.1484,-0.6202,-0.5235,-1.7581,,,,,,,,,4,1 0 0 0 0 1 0 0 0 0 0 0,-17.4242,,,,,,,,,,8.0303,1.9697,0.1515,-6.0606,3.1818,-8.3333,2.1212,4.3939,0.303,3.0303,-14.8485,-17.4242,,,QC'd by null
270,17403148,3091258,CC1=CC(=CC=C1)NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)OCC2=CC=CC=C2,Inconclusive,23,,,Inhibitor,112.202,98.3512,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,15.2568,,,,,,,,,,,,-3.0917,-1.4713,-3.8557,-2.3683,-4.4434,-5.9241,-2.3258,-7.1482,-10.4859,-24.4448,-14.8389,15.2568,Partial curve; partial efficacy,-3.95,4.5045,0.9696,-101.747,-3.3954,-2.2,0 0 0 0 0 0 0 0 0 0 0 1,-2.4907,,,,,,,,,,,,-2.3661,-3.2379,-2.2416,-5.3549,1.2453,-13.4496,-2.9888,1.4944,-2.4907,-14.5704,-77.4595,-2.4907,QC'd by DPISMR
271,49666948,24761135,C1CCN(CC1)C(=O)C2CCCN(C2)CC3=CC(=CC=C3)Cl.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,27.4202,,,,,,,,,,-5.196,-3.9831,-1.8205,1.8682,-0.0159,1.6535,1.3628,1.4837,1.9892,3.2987,2.9071,27.4202,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 0 0,17.5412,,,,,,,,,,-18.8906,-2.6987,-2.3988,-9.2954,8.5457,8.9955,1.1994,-12.7436,-1.0495,6.2969,0,17.5412,,,QC'd by InterBioScreen
272,24808237,3220367,CC(C)C(C(=O)NCCOC)OC(=O)C1=NSC(=C1Cl)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,11.0469,,,,,,,,,,-5.7174,-3.6599,-3.1684,-1.5322,-1.17,0.731,1.0784,1.8023,1.848,1.1394,4.6695,11.0469,,,,,,,,,4,1 0 0 0 0 0 0 1 0 0 0 0,11.3943,,,,,,,,,,-16.042,0.1499,-3.2984,-9.1454,-5.5472,-0.7496,0.5997,-13.7931,-1.4993,1.7991,3.5982,11.3943,,,QC'd by Asinex Ltd.
